,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,year,count
102898,nifty_322,2011-08-17,RuBee (IEEE 1902.1) Identified in Pantex Study as Only Acceptable Technology for Secure Visibility and Management of High Valued Assets,Fall,-0.0431,135,rubee ieee identified pantex study only acceptable technology for secure visibility and management high valued asset,116,16,4,cybersecurity,2011,491
102923,nifty_322,2011-08-17,UPDATE 1-E-House sees Q3 revenue above Street view,Fall,-0.0431,50,update house see revenue above street view,42,7,1,quarterly results (1),2011,867
102994,nifty_322,2011-08-17,Centrify Secures $16M in Financing to Expand Distribution and Extend Its On-Premise and Cloud Security Offerings,Fall,-0.0431,112,centrify secures financing expand distribution and extend it premise and cloud security offering,96,13,4,cybersecurity,2011,491
103013,nifty_322,2011-08-17,UPDATE 3-ENRC seeks to reassure on governance as profit climbs,Fall,-0.0431,62,update enrc seek reassure governance profit climb,49,7,1,quarterly results (1),2011,867
103014,nifty_322,2011-08-17,"Research and Markets: Hepatic Encephalopathy Pipeline Review, Q2 2011 - Gain an Insight into the Global Therapeutic Scenario for Hepatic Encephalopathy",Fall,-0.0431,151,research and market hepatic encephalopathy pipeline review gain insight into the global therapeutic scenario for hepatic encephalopathy,135,17,0,pharmacy,2011,753
103046,nifty_322,2011-08-17,"Research and Markets: Sweden Telecoms, IP Networks, Digital Media and Forecasts Report 2011",Fall,-0.0431,91,research and market sweden telecom network digital medium and forecast report,77,11,7,telecom industry,2011,429
103047,nifty_322,2011-08-17,"Research and Markets: Bulgaria's Telecoms, Mobile, Broadband and Forecasts Report 2011",Fall,-0.0431,86,research and market bulgaria telecom mobile broadband and forecast report,73,10,7,telecom industry,2011,429
103048,nifty_322,2011-08-17,Vivint: Canada Outpacing U.S. in Smart Home Technology Adoption,Fall,-0.0431,63,vivint canada outpacing smart home technology adoption,54,7,7,telecom industry,2011,429
103052,nifty_322,2011-08-17,International Stem Cell Corporation Announces Second Quarter 2011 Financial Results and Corporate Events,Fall,-0.0431,104,international stem cell corporation announces second quarter financial result and corporate event,97,12,0,pharmacy,2011,753
103058,nifty_322,2011-08-17,Ladenburg Thalmann to Acquire Securities America,Fall,-0.0431,48,ladenburg thalmann acquire security america,43,5,4,cybersecurity,2011,491
103077,nifty_322,2011-08-17,"Riskonnect Announces Completion of SSAE 16 Examination, Augmenting It`s Current Third-Party Security Certifications",Fall,-0.0431,115,riskonnect announces completion ssae examination augmenting current third party security certification,102,11,4,cybersecurity,2011,491
103090,nifty_322,2011-08-17,Research and Markets: Oropharyngeal Cancer Therapeutics Pipeline & Market Forecasts to 2017 Report - Oropharyngeal Cancer Market Forecast to Show Moderate Growth Until 2017,Fall,-0.0431,172,research and market oropharyngeal cancer therapeutic pipeline market forecast report oropharyngeal cancer market forecast show moderate growth until,148,18,0,pharmacy,2011,753
103123,nifty_322,2011-08-17,Crum & ForsterÂ® Launches New Service to Protect against Cyber Risk,Fall,-0.0431,67,crum forsterâ launch new service protect against cyber risk,59,9,4,cybersecurity,2011,491
103141,nifty_322,2011-08-17,RSA Combines Blacklist Data Feeds and Threat Monitoring in RSA(SM) CyberCrime Intelligence Service,Fall,-0.0431,98,rsa combine blacklist data feed and threat monitoring rsa cybercrime intelligence service,89,12,4,cybersecurity,2011,491
103174,nifty_322,2011-08-17,Fidelis Security Systems Positioned as a Visionary in 2011 Magic Quadrant for Content-Aware Data Loss Prevention,Fall,-0.0431,112,fidelis security system positioned visionary magic quadrant for content aware data loss prevention,98,13,4,cybersecurity,2011,491
103190,nifty_322,2011-08-17,US STOCKS-Wall St set to rise on strong retailer earnings,Fall,-0.0431,57,stock wall set rise strong retailer earnings,44,7,2,stock,2011,421
103211,nifty_322,2011-08-17,TREASURIES-US bonds pare earlier price losses,Fall,-0.0431,45,treasury bond pare earlier price loss,37,6,10,treasury,2011,387
103239,nifty_322,2011-08-17,US STOCKS SNAPSHOT-Wall St opens up on strong retailer earns,Fall,-0.0431,60,stock snapshot wall open strong retailer earns,46,7,2,stock,2011,421
103264,nifty_322,2011-08-17,"TREASURIES-US bonds choppy on economy, inflation data",Fall,-0.0431,53,treasury bond choppy economy inflation data,43,6,10,treasury,2011,387
103267,nifty_322,2011-08-17,Clinical Developments at Enlivex Therapeutics - a Hadasit Bio-Holdings Portfolio Company,Fall,-0.0431,88,clinical development enlivex therapeutic hadasit bio holding portfolio company,78,9,0,pharmacy,2011,753
103273,nifty_322,2011-08-17,3i Infotech Partners With SecurView to Offer Security as a Service,Fall,-0.0431,66,infotech partner with securview offer security service,54,7,4,cybersecurity,2011,491
103305,nifty_322,2011-08-17,The Council for Emerging National Security Affairs (CENSA) Announces Its Publication of Hybrid Warfare and Transnational Threats,Fall,-0.0431,128,the council for emerging national security affair censa announces it publication hybrid warfare and transnational threat,120,16,4,cybersecurity,2011,491
103313,nifty_322,2011-08-17,Validian Could Prevent Recent Onslaught of Cyber Attacks,Fall,-0.0431,56,validian could prevent recent onslaught cyber attack,52,7,4,cybersecurity,2011,491
103316,nifty_322,2011-08-17,"US STOCKS-Wall St rises on strong earnings, oil jump",Fall,-0.0431,52,stock wall rise strong earnings oil jump,40,7,2,stock,2011,421
103323,nifty_322,2011-08-17,Community Initiative Led by Rapid7 and Launched at UNITED Security Summit will Offer Free Detailed Breach Data to Help Security Professionals Prepare Attack Responses,Fall,-0.0431,166,community initiative led rapid and launched united security summit will offer free detailed breach data help security professional prepare attack response,154,21,4,cybersecurity,2011,491
103327,nifty_322,2011-08-17,Strategy Analytics: Connected Devices will account for 70 percent of Consumer Electronic Device Market Value in 2011,Fall,-0.0431,116,strategy analytics connected device will account for percent consumer electronic device market value,100,13,7,telecom industry,2011,429
103363,nifty_322,2011-08-17,Research and Markets: Global Radiopharmaceuticals Market (PET/SPECT Imaging & Therapy) - Current Trends & Forecasts (2010 - 2015),Fall,-0.0431,129,research and market global radiopharmaceutical market pet spect imaging therapy current trend forecast,102,13,0,pharmacy,2011,753
103374,nifty_322,2011-08-17,TREASURIES-US bond prices fall in choppy trade as stocks up,Fall,-0.0431,59,treasury bond price fall choppy trade stock,43,7,10,treasury,2011,387
103391,nifty_322,2011-08-17,2nd-Chance Stocks: Goodyear's good business,Fall,-0.0431,43,chance stock goodyear good business,35,5,1,quarterly results (1),2011,867
103397,nifty_322,2011-08-17,U.S. bond prices fall in choppy trade as stocks up,Fall,-0.0431,50,bond price fall choppy trade stock,34,6,10,treasury,2011,387
103417,nifty_322,2011-08-17,"US STOCKS SNAPSHOT-Nasdaq turns negative, Dow and S&P; trim gains",Fall,-0.0431,65,stock snapshot nasdaq turn negative dow and trim gain,53,9,2,stock,2011,421
103443,nifty_322,2011-08-17,Research and Markets: World Healthcare IT Market: Trends & Forecast (2010 - 2015),Fall,-0.0431,81,research and market world healthcare market trend forecast,58,8,0,pharmacy,2011,753
103445,nifty_322,2011-08-17,Research and Markets: Hot Topics: Obesity - The US FDA and Cardiovascular Risk Analysis: The AdComm Cometh,Fall,-0.0431,106,research and market hot topic obesity the fda and cardiovascular risk analysis the adcomm cometh,96,15,0,pharmacy,2011,753
103458,nifty_322,2011-08-17,Research and Markets: Ghana Telecommunications Report Q3 2011 - Independent forecasts and competitive intelligence,Fall,-0.0431,114,research and market ghana telecommunication report independent forecast and competitive intelligence,100,11,7,telecom industry,2011,429
103460,nifty_322,2011-08-17,VAR Dynamics Partners with SaaS Internet Security Services Provider MXSweep,Fall,-0.0431,75,var dynamic partner with saas internet security service provider mxsweep,72,10,4,cybersecurity,2011,491
103462,nifty_322,2011-08-17,Healthcare IT market to grow to USD 162.2 billion in 2015: companiesandmarkets.com,Fall,-0.0431,82,healthcare market grow usd billion companiesandmarkets com,58,7,0,pharmacy,2011,753
103470,nifty_322,2011-08-17,FDA: Regulatory Science Plan Positions Agency to Foster Innovation Through Better Science,Fall,-0.0431,89,fda regulatory science plan position agency foster innovation through better science,84,11,0,pharmacy,2011,753
103504,nifty_322,2011-08-17,Research and Markets: The Global Disposable Hospital Supplies Market is Forecast to Exceed $14 billion by 2017,Fall,-0.0431,110,research and market the global disposable hospital supply market forecast exceed billion,88,12,0,pharmacy,2011,753
103517,nifty_322,2011-08-17,FDA Consumer Health Information - FDA Modernizing Regulatory Science,Fall,-0.0431,68,fda consumer health information fda modernizing regulatory science,66,8,0,pharmacy,2011,753
103519,nifty_322,2011-08-17,US STOCKS-Wall St reverses early gains as tech drags,Fall,-0.0431,52,stock wall revers early gain tech drag,38,7,2,stock,2011,421
103531,nifty_322,2011-08-17,"Target profit, forecast surpass Street, shares up",Fall,-0.0431,49,target profit forecast surpass street share,43,6,1,quarterly results (1),2011,867
103537,nifty_322,2011-08-17,Beazley Identifies Top Misconceptions That Leave Small Businesses Vulnerable to Data Breaches,Fall,-0.0431,93,beazley identifies top misconception that leave small business vulnerable data breach,85,11,4,cybersecurity,2011,491
103568,nifty_322,2011-08-17,TREASURIES-Yield curve flattens as higher returns sought,Fall,-0.0431,56,treasury yield curve flattens higher return sought,50,7,10,treasury,2011,387
103584,nifty_322,2011-08-17,"US STOCKS SNAPSHOT-Nasdaq ends down; S&P;, Dow flat",Fall,-0.0431,51,stock snapshot nasdaq end down dow flat,39,7,2,stock,2011,421
103630,nifty_322,2011-08-17,UPDATE 1-Synopsys Q3 profit beats Street on strong growth,Fall,-0.0431,57,update synopsys profit beat street strong growth,48,7,1,quarterly results (1),2011,867
103632,nifty_322,2011-08-17,Synopsys Q3 profit beats Street on strong growth,Fall,-0.0431,48,synopsys profit beat street strong growth,41,6,1,quarterly results (1),2011,867
103642,nifty_322,2011-08-17,UPDATE 2-CACI International profit tops estimates,Fall,-0.0431,49,update caci international profit top estimate,45,6,1,quarterly results (1),2011,867
103643,nifty_322,2011-08-17,CACI International profit tops estimates,Fall,-0.0431,40,caci international profit top estimate,38,5,1,quarterly results (1),2011,867
103653,nifty_322,2011-08-17,UPDATE 1-Sina profit slips in second quarter,Fall,-0.0431,44,update sina profit slip second quarter,38,6,1,quarterly results (1),2011,867
103668,nifty_322,2011-08-17,"Tech shares fall on weakness, NetApp down late",Fall,-0.0431,46,tech share fall weakness netapp down late,41,7,1,quarterly results (1),2011,867
103750,nifty_322,2011-08-17,Vestas Surges on Strong Earnings,Fall,-0.0431,32,vesta surge strong earnings,27,4,1,quarterly results (1),2011,867
103756,nifty_322,2011-08-17,Shui On Land Net Profit Falls 50%,Fall,-0.0431,33,shui land net profit fall,25,5,1,quarterly results (1),2011,867
103773,nifty_322,2011-08-17,Saks Trims Loss; Sales Rise,Fall,-0.0431,27,saks trim loss sale rise,24,5,1,quarterly results (1),2011,867
103780,nifty_322,2011-08-17,Dell Lowers Sales Forecast,Fall,-0.0431,26,dell lower sale forecast,24,4,1,quarterly results (1),2011,867
103795,nifty_323,2011-08-18,Treasury Yield Tumbles,Fall,-0.0163,22,treasury yield tumble,21,3,10,treasury,2011,387
103797,nifty_323,2011-08-18,Sina Profit Drops 61% on Higher Costs,Fall,-0.0163,37,sina profit drop higher cost,28,5,1,quarterly results (1),2011,867
103811,nifty_323,2011-08-18,"Listing, Derivatives Activity Lift ASX Profit",Fall,-0.0163,45,listing derivative activity lift asx profit,43,6,1,quarterly results (1),2011,867
103837,nifty_323,2011-08-18,Target Profit Rises 3.7%,Fall,-0.0163,24,target profit rise,18,3,1,quarterly results (1),2011,867
103867,nifty_324,2011-08-22,BYD's Profit Plunges 89%,Rise,0.0329,24,byd profit plunge,17,3,1,quarterly results (1),2011,867
103939,nifty_325,2011-08-23,Treasury Prices Slump as QE3 Stays in Dock,Rise,0.0141,42,treasury price slump stay dock,30,5,10,treasury,2011,387
103950,nifty_326,2011-08-24,WPP Profit Beats Estimates,Fall,-0.0152,26,wpp profit beat estimate,24,4,1,quarterly results (1),2011,867
103952,nifty_326,2011-08-24,Guess Profit Falls 9.1% on Settlement Charge,Fall,-0.0152,44,guess profit fall settlement charge,35,5,1,quarterly results (1),2011,867
103953,nifty_326,2011-08-24,Treasurys Hold Losses After Sale,Fall,-0.0152,32,treasury hold loss after sale,29,5,10,treasury,2011,387
103966,nifty_326,2011-08-24,Cnooc Profit Rises 51%,Fall,-0.0152,22,cnooc profit rise,17,3,1,quarterly results (1),2011,867
103982,nifty_326,2011-08-24,Sanofi Unit to Buy India Nutrition Pharma Business,Fall,-0.0152,50,sanofi unit buy india nutrition pharma business,47,7,0,pharmacy,2011,753
104053,nifty_327,2011-08-25,TiVo Loss Is Narrower Than Expected,Rise,0.0145,35,tivo loss narrower than expected,32,5,1,quarterly results (1),2011,867
104201,nifty_328,2011-08-29,"US STOCKS-Futures gain, normal Wall St operations expected",Neutral,0.0026,58,stock future gain normal wall operation expected,48,7,2,stock,2011,421
104232,nifty_328,2011-08-29,Endace Research Report Reveals Enterprises Not Ready to Handle Security Risks with 10Gb/s Networks,Neutral,0.0026,98,endace research report reveals enterprise not ready handle security risk with network,85,12,4,cybersecurity,2011,491
104245,nifty_328,2011-08-29,US STOCKS-Futures jump as Wall St set for normal operations,Neutral,0.0026,59,stock future jump wall set for normal operation,47,8,2,stock,2011,421
104260,nifty_328,2011-08-29,"TREASURIES-Bonds add to losses after income, spending data",Neutral,0.0026,58,treasury bond add loss after income spending data,49,8,10,treasury,2011,387
104279,nifty_328,2011-08-29, TRUSTe Now Certifying Data Management and Privacy Practices in the Cloud,Neutral,0.0026,73,truste now certifying data management and privacy practice the cloud,68,10,4,cybersecurity,2011,491
104288,nifty_328,2011-08-29,US STOCKS-Wall St set to open sharply up; trading seen thin,Neutral,0.0026,59,stock wall set open sharply trading seen thin,45,8,2,stock,2011,421
