,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,Entities,IsEntity
140087,nifty_420,2012-02-15,WellNow Urgent Care Launching with $35 Million of Committed Capital,Rise,0.0111,67,wellnow urgent care launching with million committed capital,60,8,0,pharmacy,"['well', '##no', '##w', 'urgent', 'care', 'launching', 'with', 'million', 'committed', 'capital']",1
140098,nifty_420,2012-02-15, Point of Care Diagnostic Testing World Market to Jump to $15.9 Billion by 2018,Rise,0.0111,79,point care diagnostic testing world market jump billion,55,8,0,pharmacy,"['point', 'care', 'diagnostic', 'testing', 'world', 'market', 'jump', 'billion']",1
140112,nifty_420,2012-02-15,"CIVCO Promotes Robin Therme to Senior VP of Sales & Marketing, Multi-Modality Imaging",Rise,0.0111,85,civco promotes robin therme senior sale marketing multi modality imaging,72,10,0,pharmacy,"['c', '##iv', '##co', 'promotes', 'robin', 'the', '##rm', '##e', 'senior', 'sale', 'marketing', 'multi', 'm', '##oda', '##lity', 'imaging']",1
140115,nifty_420,2012-02-15,BIO Industry Analysis Investor Survey:FDA Approvals Expected to Increase and Majority of Investors Believe Now Is a Good Time to Invest in Biotech,Rise,0.0111,146,bio industry analysis investor survey fda approval expected increase and majority investor believe now good time invest biotech,127,18,0,pharmacy,"['bio', 'industry', 'analysis', 'investor', 'survey', 'f', '##da', 'approval', 'expected', 'increase', 'and', 'majority', 'investor', 'believe', 'now', 'good', 'time', 'invest', 'bio', '##tech']",1
140161,nifty_420,2012-02-15,"Research and Markets: Biosimilars Market - Global And China Forecast, Market Share, Size, Growth And Industry Analysis (2010-2017)",Rise,0.0111,130,research and market biosimilars market global and china forecast market share size growth and industry analysis,111,16,0,pharmacy,"['research', 'and', 'market', 'bio', '##si', '##mi', '##lars', 'market', 'global', 'and', 'chin', '##a', 'forecast', 'market', 'share', 'size', 'growth', 'and', 'industry', 'analysis']",1
140168,nifty_420,2012-02-15,"""Fast Company"" Names Heritage Provider Network One of the Global 10 Most Innovative Companies in Health Care for 2012",Rise,0.0111,117,fast company name heritage provider network one the global most innovative company health care for,98,15,0,pharmacy,"['fast', 'company', 'name', 'heritage', 'provider', 'network', 'one', 'the', 'global', 'most', 'innovative', 'company', 'health', 'care', 'for']",1
140189,nifty_420,2012-02-15,Anacor Pharmaceuticals to Present at Upcoming Investor Conferences,Rise,0.0111,66,anacor pharmaceutical present upcoming investor conference,58,6,0,pharmacy,"['an', '##aco', '##r', 'pharmaceutical', 'present', 'upcoming', 'investor', 'conference']",1
140220,nifty_420,2012-02-15,Protalix BioTherapeutics Announces Proposed Public Offering of Common Stock,Rise,0.0111,75,protalix biotherapeutics announces proposed public offering common stock,72,8,0,pharmacy,"['pro', '##tal', '##ix', 'bio', '##ther', '##ap', '##eu', '##tics', 'announces', 'proposed', 'public', 'offering', 'common', 'stock']",1
140236,nifty_420,2012-02-15,NPS Pharmaceuticals Reports 2011 Year-End Financial Results and 2012 Cash Burn Guidance,Rise,0.0111,87,np pharmaceutical report year end financial result and cash burn guidance,73,11,0,pharmacy,"['n', '##p', 'pharmaceutical', 'report', 'year', 'end', 'financial', 'result', 'and', 'cash', 'burn', 'guidance']",1
140326,nifty_420,2012-02-15,FDA Consumer Health Information - FDA's MedWatch Safety Alerts: January 2012,Rise,0.0111,76,fda consumer health information fda medwatch safety alert january,65,9,0,pharmacy,"['f', '##da', 'consumer', 'health', 'information', 'f', '##da', 'me', '##d', '##watch', 'safety', 'alert', 'j', '##anu', '##ary']",1
140612,nifty_422,2012-02-21,Defining Debate on Contraception,Neutral,-0.0032,32,defining debate contraception,29,3,0,pharmacy,"['defining', 'debate', 'con', '##tra', '##ception']",1
140854,nifty_426,2012-02-28,Dendreon Drug Facing Hurdles,Neutral,-0.0039,28,dendreon drug facing hurdle,27,4,0,pharmacy,"['den', '##dre', '##on', 'drug', 'facing', 'h', '##ur', '##dle']",1
140988,nifty_427,2012-02-29,"Celerion and Ricerca Biosciences Announce ""The Biosimilars Alliance"" to Offer Clients a More Effective Development Path for Biosimilars",Rise,0.0052,135,celerion and ricerca bioscience announce the biosimilars alliance offer client more effective development path for biosimilars,126,16,0,pharmacy,"['c', '##ele', '##rion', 'and', 'rice', '##rca', 'bio', '##science', 'announce', 'the', 'bio', '##si', '##mi', '##lars', 'alliance', 'offer', 'client', 'more', 'effective', 'development', 'path', 'for', 'bio', '##si', '##mi', '##lars']",1
141088,nifty_427,2012-02-29,UK Pharmaceutical & Medical Devices Market Discussed in New Study Now Available at MarketPublishers.com,Rise,0.0052,103,pharmaceutical medical device market discussed new study now available marketpublishers com,91,11,0,pharmacy,"['pharmaceutical', 'medical', 'device', 'market', 'discussed', 'new', 'study', 'now', 'available', 'market', '##pu', '##b', '##lish', '##ers', 'com']",1
141181,nifty_427,2012-02-29,Research and Markets: Introduction to Pharmaceutical Chemical Analysis,Rise,0.0052,70,research and market introduction pharmaceutical chemical analysis,65,7,0,pharmacy,"['research', 'and', 'market', 'introduction', 'pharmaceutical', 'chemical', 'analysis']",1
141251,nifty_427,2012-02-29," Pharma-Biotech Capital Construction Investment Snapshot: 2012 North American Project Starts Top $16 Billion, an",Rise,0.0052,112,pharma biotech capital construction investment snapshot north american project start top billion,96,12,0,pharmacy,"['p', '##har', '##ma', 'bio', '##tech', 'capital', 'construction', 'investment', 'snaps', '##hot', 'north', 'am', '##eric', '##an', 'project', 'start', 'top', 'billion']",1
141276,nifty_427,2012-02-29, Media Advisory/REMINDER: Minister Paradis Helps Unveil Advanced Medical Technology,Rise,0.0052,83,medium advisory reminder minister paradis help unveil advanced medical technology,81,10,0,pharmacy,"['medium', 'advisory', 'reminder', 'minister', 'para', '##dis', 'help', 'un', '##ve', '##il', 'advanced', 'medical', 'technology']",1
141289,nifty_427,2012-02-29," Pharmspective, a Specialty Therapeutics Market Research Firm, Announces Launch of Syndicated Research Offering and",Rise,0.0052,115,pharmspective specialty therapeutic market research firm announces launch syndicated research offering and,106,12,0,pharmacy,"['p', '##har', '##ms', '##pect', '##ive', 'specialty', 'therapeutic', 'market', 'research', 'firm', 'announces', 'launch', 'syndicated', 'research', 'offering', 'and']",1
141341,nifty_427,2012-02-29,BioSpecifics Technologies Corp. Announces Presentations at Two Upcoming Investor Conferences in March,Rise,0.0052,101,biospecifics technology corp announces presentation two upcoming investor conference march,90,10,0,pharmacy,"['bio', '##sp', '##ec', '##ific', '##s', 'technology', 'co', '##rp', 'announces', 'presentation', 'two', 'upcoming', 'investor', 'conference', 'march']",1
141368,nifty_427,2012-02-29,Transcept Pharmaceuticals to Present at Two Upcoming Investor Conferences,Rise,0.0052,73,transcept pharmaceutical present two upcoming investor conference,65,7,0,pharmacy,"['trans', '##ce', '##pt', 'pharmaceutical', 'present', 'two', 'upcoming', 'investor', 'conference']",1
141394,nifty_427,2012-02-29,Catabasis Pharmaceuticals to Present at Upcoming Investor and Industry Conferences,Rise,0.0052,82,catabasis pharmaceutical present upcoming investor and industry conference,74,8,0,pharmacy,"['cat', '##aba', '##sis', 'pharmaceutical', 'present', 'upcoming', 'investor', 'and', 'industry', 'conference']",1
141461,nifty_427,2012-02-29,ACADIA Pharmaceuticals to Present at Upcoming Investor Conferences,Rise,0.0052,66,acadia pharmaceutical present upcoming investor conference,58,6,0,pharmacy,"['a', '##ca', '##dia', 'pharmaceutical', 'present', 'upcoming', 'investor', 'conference']",1
141493,nifty_427,2012-02-29,"Decade in Review: Medical Devices M&A; Dollar Volume Increasing, According to Deal Search Online",Rise,0.0052,96,decade review medical device dollar volume increasing according deal search online,82,11,0,pharmacy,"['decade', 'review', 'medical', 'device', 'dollar', 'volume', 'increasing', 'according', 'deal', 'search', 'online']",1
141505,nifty_427,2012-02-29,"Research and Markets: Molecular Analysis and Genome Discovery, 2nd Edition is an Indispensable Resource for Those Working in the Biotechnology and Pharmaceutical Industries",Rise,0.0052,172,research and market molecular analysis and genome discovery edition indispensable resource for those working the biotechnology and pharmaceutical industry,154,19,0,pharmacy,"['research', 'and', 'market', 'molecular', 'analysis', 'and', 'genome', 'discovery', 'edition', 'in', '##dis', '##pen', '##sable', 'resource', 'for', 'those', 'working', 'the', 'bio', '##tech', '##nology', 'and', 'pharmaceutical', 'industry']",1
141624,nifty_427,2012-02-29,Nuvilex Reveals Goldman Small Cap Research Cites Groundbreaking Cancer Therapy in Updating Buy Recommendation,Rise,0.0052,109,nuvilex reveals goldman small cap research cite groundbreaking cancer therapy updating buy recommendation,105,13,0,pharmacy,"['n', '##u', '##vil', '##ex', 'reveals', 'gold', '##man', 'small', 'cap', 'research', 'c', '##ite', 'groundbreaking', 'cancer', 'therapy', 'up', '##dating', 'buy', 'recommendation']",1
141692,nifty_427,2012-02-29," AMI Research Initiates Analyst Coverage on Pressure BioSciences, Inc.; BUY",Rise,0.0052,75,ami research initiate analyst coverage pressure bioscience inc buy,66,9,0,pharmacy,"['am', '##i', 'research', 'initiate', 'analyst', 'coverage', 'pressure', 'bio', '##science', 'in', '##c', 'buy']",1
141695,nifty_427,2012-02-29,bswift Publishes White Paper Explaining Emerging Health Insurance Exchange Models & Market Forces Behind Them,Rise,0.0052,109,bswift publishes white paper explaining emerging health insurance exchange model market force behind them,105,14,0,pharmacy,"['b', '##s', '##wi', '##ft', 'publishes', 'white', 'paper', 'explaining', 'emerging', 'health', 'insurance', 'exchange', 'model', 'market', 'force', 'behind', 'them']",1
141707,nifty_427,2012-02-29,Research and Markets: Indian Healthcare Sector - Performance & Ranking Review,Rise,0.0052,77,research and market indian healthcare sector performance ranking review,71,9,0,pharmacy,"['research', 'and', 'market', 'in', '##dian', 'healthcare', 'sector', 'performance', 'ranking', 'review']",1
141909,nifty_427,2012-02-29,Cryo-Cell Reports Financial Results for Fiscal 2011,Rise,0.0052,51,cryo cell report financial result for fiscal,44,7,0,pharmacy,"['cry', '##o', 'cell', 'report', 'financial', 'result', 'for', 'fiscal']",1
141915,nifty_427,2012-02-29,Research and Markets: China's Guidebook for Pharmaceutical Patent Protection: An Essential Resource for Overseas and Multinational Pharmaceutical Companies,Rise,0.0052,155,research and market china guidebook for pharmaceutical patent protection essential resource for overseas and multinational pharmaceutical company,145,17,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'guide', '##book', 'for', 'pharmaceutical', 'patent', 'protection', 'essential', 'resource', 'for', 'overseas', 'and', 'multinational', 'pharmaceutical', 'company']",1
141968,nifty_427,2012-02-29,Celldex Therapeutics to Host Corporate 2011 Year-End and 2012 Objectives Update Call,Rise,0.0052,84,celldex therapeutic host corporate year end and objective update call,69,10,0,pharmacy,"['cell', '##de', '##x', 'therapeutic', 'host', 'corporate', 'year', 'end', 'and', 'objective', 'update', 'call']",1
141997,nifty_427,2012-02-29,Research and Markets: Global Epilepsy Market 2010-2014 - The Global Epilepsy Market to Reach US$8.1 Billion By 2014,Rise,0.0052,115,research and market global epilepsy market the global epilepsy market reach billion,83,12,0,pharmacy,"['research', 'and', 'market', 'global', 'e', '##pile', '##psy', 'market', 'the', 'global', 'e', '##pile', '##psy', 'market', 'reach', 'billion']",1
142019,nifty_427,2012-02-29,Cumberland Pharmaceuticals Reports 2011 Annual Financial Results,Rise,0.0052,64,cumberland pharmaceutical report annual financial result,56,6,0,pharmacy,"['cum', '##ber', '##land', 'pharmaceutical', 'report', 'annual', 'financial', 'result']",1
142022,nifty_427,2012-02-29,Idenix Pharmaceuticals to Present at Three Upcoming Investor Conferences,Rise,0.0052,72,idenix pharmaceutical present three upcoming investor conference,64,7,0,pharmacy,"['id', '##eni', '##x', 'pharmaceutical', 'present', 'three', 'upcoming', 'investor', 'conference']",1
142085,nifty_427,2012-02-29, BioExx Obtains Preliminary Third Party Technology Confirmation,Rise,0.0052,63,bioexx obtains preliminary third party technology confirmation,62,7,0,pharmacy,"['bio', '##ex', '##x', 'obtain', '##s', 'preliminary', 'third', 'party', 'technology', 'confirmation']",1
142434,nifty_430,2012-03-06,Long Wait for Cancer Drug Trial Results,Rise,0.007,39,long wait for cancer drug trial result,38,7,0,pharmacy,"['long', 'wait', 'for', 'cancer', 'drug', 'trial', 'result']",1
143049,nifty_438,2012-03-20,Reuters Today: More M&A; in pipeline but markets wilt,Neutral,-0.0016,53,reuters today more pipeline but market wilt,43,7,0,pharmacy,"['re', '##uters', 'today', 'more', 'pipeline', 'but', 'market', 'w', '##ilt']",1
143323,nifty_438,2012-03-20,US BioDesign Begins Building Partner Network with Global Medical Device Companies,Neutral,-0.0016,81,biodesign begin building partner network with global medical device company,75,10,0,pharmacy,"['bio', '##des', '##ign', 'begin', 'building', 'partner', 'network', 'with', 'global', 'medical', 'device', 'company']",1
143377,nifty_438,2012-03-20,BG Medical Technologies Issues Shareholder Update,Neutral,-0.0016,49,medical technology issue shareholder update,43,5,0,pharmacy,"['medical', 'technology', 'issue', 'shareholder', 'update']",1
143404,nifty_438,2012-03-20,Research and Markets: Sarcoidosis Therapeutics - Pipeline Assessment and Market Forecasts to 2019,Neutral,-0.0016,97,research and market sarcoidosis therapeutic pipeline assessment and market forecast,83,10,0,pharmacy,"['research', 'and', 'market', 'sa', '##rc', '##oid', '##osis', 'therapeutic', 'pipeline', 'assessment', 'and', 'market', 'forecast']",1
143435,nifty_438,2012-03-20,HawkPartners/ ICARE Global Patient Pulse Reveals Health Warnings for Some Institutions,Neutral,-0.0016,86,hawkpartners icare global patient pulse reveals health warning for some institution,83,11,0,pharmacy,"['hawk', '##par', '##t', '##ners', 'i', '##care', 'global', 'patient', 'pulse', 'reveals', 'health', 'warning', 'for', 'some', 'institution']",1
143699,nifty_438,2012-03-20,Research and Markets: China Benign Prostate Hyperplasia Prescription Drug Sales Data 2006-2010,Neutral,-0.0016,94,research and market china benign prostate hyperplasia prescription drug sale data,81,11,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'ben', '##ign', 'pro', '##state', 'h', '##yper', '##p', '##lasia', 'prescription', 'drug', 'sale', 'data']",1
